ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),Height of BLEVE (m),Tank Height with Gas (m), Vapour Temerature (K), Liquid Temerature (K),Status,Stand-off Distance,Target
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,20.0,0.013847973999999999
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,21.0,0.014283773
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,22.0,0.014476834999999993
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,23.0,0.014590315
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,24.0,0.014825560000000002
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,25.0,0.0153591
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,26.0,0.015736036000000002
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,27.0,0.015798479000000004
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,28.0,0.015801536999999997
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,29.0,0.015848831
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,30.0,0.016045556000000002
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,31.0,0.016726628000000007
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,32.0,0.01723574900000001
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,33.0,0.017256856
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,34.0,0.01718820600000001
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,35.0,0.017124093999999992
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,36.0,0.017090372999999992
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,37.0,0.017143406
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,38.0,0.017367739999999993
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,39.0,0.018444226999999994
P227,38.95856,0.12379749999999999,1.0,7.4,2.2,0.2,2.0,401.90000000000003,284.90000000000003,Subcooled,40.0,0.018821690000000002
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,5.0,0.004380937999999999
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,6.0,0.0046844550000000006
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,7.0,0.004955093000000001
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,8.0,0.005189319999999997
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,9.0,0.005408356
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,10.0,0.005610183000000001
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,11.0,0.0057957919999999975
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,12.0,0.0059682780000000005
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,13.0,0.006128970999999997
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,14.0,0.0062859990000000004
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,15.0,0.006436563999999999
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,16.0,0.006579477
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,17.0,0.006713263999999997
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,18.0,0.006843443999999997
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,19.0,0.006957899999999996
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,20.0,0.007086600999999998
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,21.0,0.0071962929999999994
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,22.0,0.007304925000000004
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,23.0,0.007416841
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,24.0,0.007517502000000009
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,25.0,0.007617891000000002
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,26.0,0.0077161790000000036
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,27.0,0.007809758
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,28.0,0.007907204000000001
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,29.0,0.007993787999999988
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,30.0,0.008076392000000002
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,31.0,0.008163176000000008
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,32.0,0.008244699999999994
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,33.0,0.008328162
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,34.0,0.008409791
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,35.0,0.008487205999999997
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,36.0,0.008560074
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,37.0,0.008637930000000002
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,38.0,0.008709659999999994
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,39.0,0.00877886
P86,23.7958,0.7360488,2.4000000000000004,1.4000000000000001,0.4,0.8,0.2,420.20000000000005,317.40000000000003,Subcooled,40.0,0.008851780000000004
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,5.0,0.0050532569999999985
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,6.0,0.005395053
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,7.0,0.00574183
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,8.0,0.006103090999999998
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,9.0,0.006442498000000001
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,10.0,0.006761337999999999
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,11.0,0.007065152999999998
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,12.0,0.0073463500000000015
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,13.0,0.007608048999999999
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,14.0,0.007863141
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,15.0,0.008102518000000003
B370,15.4,0.7538028,0.4,6.800000000000001,1.8,0.6000000000000001,0.6000000000000001,459.0,377.5,Superheated,16.0,0.008320077999999995
